anno cens,Sottosistemi territoriali,Com_Den,Località,Loc_Fr di rif_GEOGRAFICHE,Loc_Cod,Località 1951,Loc_pop res,Com_n fam,Com_abitazioni occupate,"Com_abitazioni non occupate ",% ab non occupate / tot,"% ab occupate / tot ",Com_pop attiva,Com_pop non attiva,Com_pop occ I settore,Com_pop occ II III settore,concat
1951 (https://www.notion.so/1951-19c6722e2f3942aeb7ff8faebc3ef5a4?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),Motta San Guglielmo (https://www.notion.so/Motta-San-Guglielmo-0a936808a9e34335959c17e883d3f80e?pvs=21),S Giacomo,2,Motta S Guglielmo,42,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),,Lago di Mezzola,4, ,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Vico (https://www.notion.so/Vico-54c885da63704670a5e43b0eba3a2108?pvs=21),Verceia,2,Vico,36,,,,,,,,,,Vico
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),Verceia (https://www.notion.so/Verceia-28b1d0ee04b54e73a765f60fc7bdb22d?pvs=21),Verceia,1,Verceia,904,,,,,,,,,,Verceia
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),,,,,,215,227,213,0.484090909091,0.515909090909,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),,Monte Droso,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),,Villa,3,case sparse,19,,,,,,,,,,case sparse Villa di Chiavenna_1861_2001_2011
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),, ,, ,,314,364,314,0.463126843658,0.536873156342,392,928,172,220,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),,Monte Galleggione,4,,0,,,,,,,,,,
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Dogana (https://www.notion.so/Dogana-11c7c49d99b1808cb387c182c6ebbb1c?pvs=21),Villa,2,Dogana,54,,,,,,,,,,Dogana_1871
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Ponteggia (https://www.notion.so/Ponteggia-8f3f2fa5b7e3401694636f1f8ba65d7c?pvs=21),Villa,1,Ponteggia,466,,,,,,,,,,Ponteggia
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Giavera (https://www.notion.so/Giavera-26c205a1854d4cbe8c0b49869e303d30?pvs=21),Villa,2,Giavera,26,,,,,,,,,,Giavera
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Chete (https://www.notion.so/Chete-faa0c61623cf413bbc3356deb2a4e862?pvs=21),Villa,2,Chete,106,,,,,,,,,,Chete
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Canete (https://www.notion.so/Canete-7b5f43b518074773928b569f3205b844?pvs=21),Villa,2,Canete,44,,,,,,,,,,Canete
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),S Barnaba (https://www.notion.so/S-Barnaba-ce18e9f8fb8d4642834f615aa7421398?pvs=21),Villa,2,S Barnaba,58,,,,,,,,,,S Barnaba
1951 (https://www.notion.so/1951-11c7c49d99b180719cc8e826e906ba03?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-d97ffb0f412740afbcd955d7d5d97073?pvs=21),Villa,1,Villa,547,,,,,,,,,,"Villa di Chiavenna "
