cat 2022,Località,comune senza link,località senza link,Immagini_fotografie sopralluogo,cat 1853,dest uso 1853,sezione località,dest uso 1853 - extra,cat 1807,stato_conservazione_globale,destinazione_uso_attuale,stato_utilizzo_attuale,stato_conservazione_globale (doppie),cat 1951,dest uso 1950,vincoli e tutele,TARI 2021 - da tenere,IMU 2021 - da tenere,note - da tenere,caratteri_storico_culturali,apparati decorativi,apparati decorativi - stato di conservazione,infissi esterni - tipologia,infissi esterni - materiale,infissi esterni - stato di conservazione,collegamenti esterni - tipologia,collegamenti esterni - materiale,collegamenti esterni - stato di conservazione,accessibilità,smaltimento_acqua,smaltimento_acqua - stato di conservazione,finiture esterne - tipologia,finiture esterne - dettaglio materiale intonaco,finiture esterne - conservazione,componenti strutturali verticali - materiale,componenti verticali - tecnica costruttiva,componenti verticali - conservazione,componenti - coperture - materiale,componenti - coperture - tecnica costruttiva,componenti - coperture - conservazione,componenti strutturali orizzontali - tecnica costruttiva,componenti strutturali orizzontali - materiale,componenti strutturali orizzontali - conservazione,componenti - fondazioni,presenza_opere_provvisionali,degrado - finiture esterne,degrado - componenti vert,degrado - coperture,unità 1 - piani,unità 2 - piani,unità 3 - piani,pavimentazioni_esterne,impiantistica,Comune,loc senza link 
59_232,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5221.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5219.heic",,,,,non presente,fenomeni di degrado superficiali,servizio,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",0,,,,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_733,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5218.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5217.heic",2560,SF,,,presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,0,,"I2, LOCALE",,C02,733+248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_252,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5208.heic,,,,,non presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",0,,"I3, LOCALE",Uso domestico_seconde case,A04,,,,,,,,,,,,,,intonaco_rustico,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_251,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5212.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5209.heic",,,,,non presente,senza fenomeni di degrado,residenziale,uso temporaneo,senza fenomeni di degrado,0,,"I2, LOCALE",Uso domestico_seconde case,A04,,,,,,,,,,,,,,non presente,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_244,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5207.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5204%201.heic",,,,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,0,,"I2, LOCALE",,,,,,,,,,,,,,,,intonaco_rustico,,,pietra a secco,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_240,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5225.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5215.heic",,,,,non presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,0,,"I2, LOCALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_735,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5213.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5211%201.heic",2562,SF,,,presente,fenomeni di degrado superficiali,servizio,disuso,fenomeni di degrado superficiali,0,,"I2, LOCALE",,C02,2 unità separate (casellino + parte davanti a 734),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_248,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5218%201.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5214.heic",3574,P SF,,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,0,,"I2, LOCALE",,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_269,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,,,,,,non presente,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,"I2, LOCALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_239,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5227.heic,,,,,non presente,fenomeni di degrado diffusi,produttivo rurale,disuso,fenomeni di degrado diffusi,0,,"I2, LOCALE",,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_234,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,"Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5225%201.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5226.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5220%201.heic, Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5215.heic",,,,,non presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,0,,"I2, LOCALE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
59_734,Mondadiscio (https://www.notion.so/Mondadiscio-1197c49d99b180339033eb6e53837cb5?pvs=21),San Giacomo Filippo,Mondadiscio,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_5213%201.heic,,,,,non presente,perdita funzionalità,produttivo rurale,disuso - rudere,perdita funzionalità,0,,"I2, LOCALE",,C02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Mondadiscio
58_116,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_127,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_73,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_171,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2936,P SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_169,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_154,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2968,P SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_92,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_119,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,3756,CC,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_81,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_87,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_80,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2968,P SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_172,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_123,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_88,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_77,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_91,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_126,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_82,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_85,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_83,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2935,P CC,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_76,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2971,SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_141,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
58_90,Alpe Ansiedee (https://www.notion.so/Alpe-Ansiedee-121f58fc483f402eb2d9d642f8d53e1f?pvs=21),San Giacomo Filippo,Alpe Ansiedee,,2964,SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Ansiedee
59_726,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,2227,SF,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,731+730+726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_727,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,da google niente - rudere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_145,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,da google niente - rudere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_124,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,da google niente - rudere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_123,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,,,C02,da google niente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_135,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,non rilevabile,residenziale,uso temporaneo,non rilevabile,0,,,Uso domestico_seconde case,A03,pagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_148,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,3745,P SF,,,,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,,,C02,da google niente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_125,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,2224,SF,,3747 - P SF,,non rilevabile,residenziale,uso temporaneo,non rilevabile,0,,,Uso domestico_seconde case,A04,pagato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_729,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,,,,da google niente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_732,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,2223,P SF,,,,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,,,,da google niente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_143,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,da google niente - rudere,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_728,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,non rilevabile,non rilevabile,non rilevabile,non rilevabile,0,,,,,da google niente,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_731,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,F02 -unità collabenti,731+730+726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_730,Alpe Malona (https://www.notion.so/Alpe-Malona-e96988f40d7b4ee4989303fbb7a3affb?pvs=21),San Giacomo Filippo,Alpe Malona,,,,,,,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,731+730+726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Malona
59_71,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_174712.jpg,3743,SF,,,presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_70,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_174704.jpg,,,,,non presente,fenomeni di degrado superficiali,residenziale,uso temporaneo,"fenomeni di degrado superficiali, senza fenomeni di degrado",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_60,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_174712.jpg,,,,,non presente,fenomeni di degrado superficiali,produttivo rurale,disuso,fenomeni di degrado superficiali,0,,,,,1 falda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_736,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,Edifici%20fca5a1adf0b248fbb9c171e8da41f579/IMG_20230607_174712.jpg,3744,SF,,,presente,fenomeni di degrado diffusi,multifunzione,disuso,fenomeni di degrado diffusi,0,,,,C02,736+737 (copertura provvisoria),,,,,,,,,,,,,,,,,,,,,,,,,,coperture provvisorie,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_56,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,,,,,,non presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_53,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,,3742,P SF,,,non presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_51,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,,3741,SF,,,non presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
59_54,Alpe Cassinella (https://www.notion.so/Alpe-Cassinella-080eaa96af144dc980417a9f78c9725d?pvs=21),San Giacomo Filippo,Alpe Cassinella,,3744,SF,,,presente,perdita funzionalità,non rilevabile,disuso - rudere,perdita funzionalità,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.notion.so/4442b9bbbf894587be85a28aa25c1e2c,Alpe Cassinella
