Sottosistemi territoriali,Località,Comuni,SEZ2011,Com_Den,Pop_Res,case occ,case non occ,concat,%CASE NN OCC / TOT,%CASE occupate / TOT
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000017,Samolaco,419,156,31,Era,0.16577540107,0.83422459893
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000018,Samolaco,511,177,78,San Pietro,0.305882352941,0.694117647059
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000019,Samolaco,275,102,25,Somaggia,0.196850393701,0.803149606299
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000020,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000021,Samolaco,79,28,19,case sparse,0.404255319149,0.595744680851
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000022,Samolaco,0,0,31,case sparse,1,0
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000023,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000024,Samolaco,4,2,35,case sparse,0.945945945946,0.054054054054
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000025,Samolaco,106,35,16,case sparse,0.313725490196,0.686274509804
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000026,Samolaco,0,0,77,case sparse,1,0
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000027,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000028,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000029,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000030,Samolaco,0,0,14,case sparse,1,0
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000031,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000032,Samolaco,163,59,16,Era,0.213333333333,0.786666666667
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000033,Samolaco,281,114,19,San Pietro,0.142857142857,0.857142857143
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000034,Samolaco,0,0,0,Era,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000035,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000036,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000037,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000038,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000039,Samolaco,0,0,0,case sparse,,
Samolaco (https://www.notion.so/Samolaco-11c7c49d99b180219498ebb70231c750?pvs=21),,Samolaco (https://www.notion.so/Samolaco-8fd0925aa0a2408292ac6d9755e22761?pvs=21),140570000040,Samolaco,0,0,0,case sparse,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000001,San Giacomo Filippo,199,88,59,"S
  Giacomo Filippo",0.401360544218,0.598639455782
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Motta San Guglielmo (https://www.notion.so/Motta-San-Guglielmo-0a936808a9e34335959c17e883d3f80e?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000002,San Giacomo Filippo,68,27,22,"Motta S
  Guglielmo",0.448979591837,0.551020408163
Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Gallivaggio (https://www.notion.so/Gallivaggio-18a72f5d334648b5b3fc1178ff421adc?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000003,San Giacomo Filippo,10,6,14,Gallivaggio,0.7,0.3
Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Lirone (https://www.notion.so/Lirone-2bc1895b4a674102a583d2e05d0e4aee?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000004,San Giacomo Filippo,21,13,44,Lirone,0.771929824561,0.228070175439
Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Cimaganda (https://www.notion.so/Cimaganda-a9e3372981be41cfaa06794a6d829b92?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000005,San Giacomo Filippo,5,4,53,Cimaganda,0.929824561404,0.070175438596
Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),La Motta (https://www.notion.so/La-Motta-08b6041769ee412b963eee76ed144522?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000007,San Giacomo Filippo,6,2,25,La Motta,0.925925925926,0.074074074074
Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Ca di Bara (https://www.notion.so/Ca-di-Bara-ef0641a5f849477baa9f63cc415f1a00?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000008,San Giacomo Filippo,1,1,21,Ca di Bara,0.954545454545,0.045454545455
Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Olmo (https://www.notion.so/Olmo-6f74852fc0c54fef96da140f7738b8f0?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000009,San Giacomo Filippo,47,21,88,Olmo,0.807339449541,0.192660550459
San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000010,San Giacomo Filippo,5,3,48,S Bernardo,0.941176470588,0.058823529412
San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Bernardo (https://www.notion.so/San-Bernardo-28dc652fbed44b289167967f4fa7495e?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000011,San Giacomo Filippo,8,6,22,Martinone,0.785714285714,0.214285714286
San Bernardo (https://www.notion.so/San-Bernardo-026e9f633635428bae3ee14694a74cd8?pvs=21),San Rocco / Scannabecco (https://www.notion.so/San-Rocco-Scannabecco-b5767a654b824576afb6958321c9d86d?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000012,San Giacomo Filippo,2,1,43,S Rocco / Scannabecco,0.977272727273,0.022727272727
Lirone/Gallivaggio (https://www.notion.so/Lirone-Gallivaggio-74919d941e124f1b93ad293980a67d4f?pvs=21),Avero (https://www.notion.so/Avero-6ac0d7eb6d704243bf67b7abf1acc158?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000013,San Giacomo Filippo,0,0,27,Avero,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000014,San Giacomo Filippo,0,0,19,case sparse SGF_1991_04,1,0
Olmo (https://www.notion.so/Olmo-e266e73304de44659843f19c2192bf9a?pvs=21),Lendine (https://www.notion.so/Lendine-13145c45c1dd456fa36c492d4bebec8e?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000016,San Giacomo Filippo,0,0,36,Alpe Lendine,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000017,San Giacomo Filippo,0,0,0,case sparse SGF_1991_03,,
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Dalo (https://www.notion.so/Dalo-34f5655dbb3b42b1b7b70a18d0f99d93?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000018,San Giacomo Filippo,0,0,46,Dalo,1,0
Sommarovina (https://www.notion.so/Sommarovina-0baad02d2acf40fea6532e11d2ad5f28?pvs=21),Sommarovina (https://www.notion.so/Sommarovina-6f63c62da0df4b6ca5420c6f13699859?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000020,San Giacomo Filippo,0,0,47,Sommarovina,1,0
Sant'Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-b618e2cef2014c2f83e17847b229f44e?pvs=21),Sant’Antonio di Albareda (https://www.notion.so/Sant-Antonio-di-Albareda-ff557fa640e84f79be87d8a5920dd9a8?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000021,San Giacomo Filippo,3,2,72,S Antonio di Albareda,0.972972972973,0.027027027027
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000022,San Giacomo Filippo,0,0,6,,1,0
Vho (https://www.notion.so/Vho-641e79f2edbe4983bf1cb9a129aab7ca?pvs=21),Vho (https://www.notion.so/Vho-69552968502b434a89e33666bdebbe00?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000028,San Giacomo Filippo,0,0,21,Vho,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),Uggia (https://www.notion.so/Uggia-35a499283aa041e4bf62ae4a55cc089c?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000029,San Giacomo Filippo,8,3,11,Uggia,0.785714285714,0.214285714286
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000030,San Giacomo Filippo,5,2,78,,0.975,0.025
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000031,San Giacomo Filippo,7,4,44,,0.916666666667,0.083333333333
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000032,San Giacomo Filippo,0,0,33,,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000033,San Giacomo Filippo,0,0,75,,1,0
San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-e18092e4bc0948ceb4db7f57c981a030?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-feb68d992d62434f93bc4892f31eabc9?pvs=21),San Giacomo Filippo (https://www.notion.so/San-Giacomo-Filippo-4442b9bbbf894587be85a28aa25c1e2c?pvs=21),140580000034,San Giacomo Filippo,0,0,1,,1,0
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000001,Verceia,373,172,66,Verceia,0.27731092437,0.72268907563
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000002,Verceia,715,286,84,Verceia,0.227027027027,0.772972972973
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000004,Verceia,0,0,134,Fransedo,1,0
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000005,Verceia,0,0,23,Casten,1,0
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000006,Verceia,0,0,75,Foppaccia,1,0
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000009,Verceia,2,1,48,case sparse,0.979591836735,0.020408163265
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000011,Verceia,1,1,17,case sparse,0.944444444444,0.055555555556
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000012,Verceia,0,0,13,case sparse,1,0
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000013,Verceia,0,0,0,case sparse,,
Verceia (https://www.notion.so/Verceia-11c7c49d99b1804c8f68fe6a53144479?pvs=21),,Verceia (https://www.notion.so/Verceia-f622dc3b55e7451abebca40085f23e45?pvs=21),140750000014,Verceia,2,1,9,case sparse,0.9,0.1
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000001,Villa di Chiavenna,305,129,125,Villa,0.492125984252,0.507874015748
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000002,Villa di Chiavenna,467,188,140,Villa,0.426829268293,0.573170731707
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000003,Villa di Chiavenna,5,2,13,Giavera,0.866666666667,0.133333333333
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000004,Villa di Chiavenna,77,32,20,Pian della Ca',0.384615384615,0.615384615385
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000005,Villa di Chiavenna,45,15,13,Dogana,0.464285714286,0.535714285714
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000006,Villa di Chiavenna,19,11,32,Chete,0.744186046512,0.255813953488
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000007,Villa di Chiavenna,81,37,20,San Barnaba,0.350877192982,0.649122807018
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000008,Villa di Chiavenna,16,8,36,Canete,0.818181818182,0.181818181818
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000009,Villa di Chiavenna,0,0,0,case sparse,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000012,Villa di Chiavenna,0,0,1,case sparse,1,0
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000013,Villa di Chiavenna,0,0,0,case sparse,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000015,Villa di Chiavenna,10,3,109,case sparse,0.973214285714,0.026785714286
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000016,Villa di Chiavenna,5,1,72,case sparse,0.986301369863,0.013698630137
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000017,Villa di Chiavenna,0,0,30,case sparse,1,0
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000018,Villa di Chiavenna,0,0,0,case sparse,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000019,Villa di Chiavenna,0,0,0,case sparse,,
Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-11c7c49d99b1808c9140c8a0867a16b9?pvs=21),,Villa di Chiavenna (https://www.notion.so/Villa-di-Chiavenna-4a8dcbb56a96424487dfa1fe612d9f71?pvs=21),140770000020,Villa di Chiavenna,0,0,0,case sparse,,
